;N20;Date;Bande;soilH_H1;soilH_H2;NO3_H1;NO3_H2;NH4_H1;NH4_H2;Temp moyenne (°C) J1;Humidité moyenne (%) J1;Temp moyenne (°C) J7;Humidité moyenne (%) J7;Temp moyenne (°C) J30;Humidité moyenne (%) J30;Sum Pluie (mm) J1;Sum ETP Penman (mm) J1;Sum Pluie (mm) J7;Sum ETP Penman (mm) J7;Sum Pluie (mm) J30;Humidité max (%) J7;Humidité max (%) J30;Humidité max (%);Sum Humidité min (%) J1;Temp min J1;Sum Humidité min (%) J7;Temp min J7;Sum Humidité min (%) J30;Temp min J30;acs;bi;bio;elev;pn;ref;week;month;year;2018;2019;2020;2021;Pic
204;0.3292973715361105;2019-06-17;elev;0.1369330117482299;0.1377793543809861;0.4791013251600107;0.6843110343125153;1.6218467081342585;1.976898543569488;67.0;19.6;75.71428571428571;15.471428571428572;75.76666666666667;15.47666666666667;5.1;0.0;28.6;8.5;117.3;96.0;95.0;95.86666666666666;41.0;11.3;52.142857142857146;10.514285714285714;51.53333333333333;10.743333333333332;0.0;0.0;0.0;1.0;0.0;0.0;25;6;2019;0.0;1.0;0.0;0.0;1
98;0.3398450922233901;2018-10-09;bio;0.0708610693579557;0.1030919640728082;18.11342454356367;26.436958649415093;1.086166551113165;0.801773667730119;77.0;14.2;79.57142857142857;14.142857142857142;73.43333333333334;15.146666666666665;1.5;0.0;11.0;1.5;69.69999999999999;94.0;96.28571428571428;95.3;54.0;5.3;55.285714285714285;9.37142857142857;48.4;9.46;0.0;0.0;1.0;0.0;0.0;0.0;41;10;2018;1.0;0.0;0.0;0.0;1
63;0.3526477213713226;2018-06-28;elev;0.096432390395645;0.1124099878425137;5.088137493275954;7.061278685070065;0.279348725121033;0.2080066589400485;62.0;21.4;66.85714285714286;17.97142857142857;81.0;17.906666666666663;6.5;0.0;38.4;0.0;124.60000000000002;94.0;92.14285714285714;97.3;37.0;14.1;44.142857142857146;10.614285714285714;60.3;13.126666666666669;0.0;0.0;0.0;1.0;0.0;0.0;26;6;2018;1.0;0.0;0.0;0.0;1
62;0.3582399777505051;2018-06-28;bio;0.0973004466886773;0.1324572184929564;6.473823924268501;10.311980819529207;0.3996187607573152;2.5553812118570183;62.0;21.4;66.85714285714286;17.97142857142857;81.0;17.906666666666663;6.5;0.0;38.4;0.0;124.60000000000002;94.0;92.14285714285714;97.3;37.0;14.1;44.142857142857146;10.614285714285714;60.3;13.126666666666669;0.0;0.0;1.0;0.0;0.0;0.0;26;6;2018;1.0;0.0;0.0;0.0;1
128;0.3640517875427835;2019-02-14;bio;0.2174425991469281;0.2105740572761435;1.7911088252348368;1.970801739986868;1.8195391240480885;2.3100029109214253;79.0;5.6;83.57142857142857;5.9;88.4;3.46;0.6;0.5;5.5;16.0;12.0;96.0;96.42857142857144;97.43333333333334;45.0;0.4;62.285714285714285;2.657142857142856;73.86666666666666;1.0566666666666669;0.0;0.0;1.0;0.0;0.0;0.0;7;2;2019;0.0;1.0;0.0;0.0;1
267;0.3695435711837948;2020-03-13;bio;0.2093782045306237;0.2095349063015826;4.830541209763001;5.554689006264585;3.616897771489212;3.7545583097899513;69.0;7.3;79.28571428571429;9.171428571428573;81.8;7.896666666666666;1.9;0.0;11.7;7.5;40.900000000000006;87.0;94.14285714285714;94.36666666666666;46.0;3.0;60.42857142857143;6.028571428571429;63.86666666666667;5.090000000000002;0.0;0.0;1.0;0.0;0.0;0.0;11;3;2020;0.0;0.0;1.0;0.0;1
123;0.3699012468218508;2019-01-04;elev;0.2020272631946873;0.1989804734750302;2.9546254927726685;4.811284931506849;1.131222076215506;1.8100197030165743;89.0;3.4;91.85714285714286;5.685714285714286;90.23333333333332;5.623333333333333;0.1;0.0;0.9;1.0;6.499999999999999;99.0;98.57142857142856;97.8;75.0;1.5;80.28571428571429;3.971428571428572;77.4;3.393333333333333;0.0;0.0;0.0;1.0;0.0;0.0;1;1;2019;0.0;1.0;0.0;0.0;1
119;0.3757876646552327;2018-11-15;ref;0.2099016916127889;0.1863607508841934;3.247312184732654;22.73157318323674;2.19293798154168;1.4379769876653292;100.0;8.4;94.14285714285714;10.1;87.93333333333334;9.643333333333333;0.1;0.0;2.4;22.5;20.5;100.0;99.28571428571428;98.5;100.0;6.9;83.85714285714286;8.028571428571428;70.73333333333333;6.376666666666667;0.0;0.0;0.0;0.0;0.0;1.0;46;11;2018;1.0;0.0;0.0;0.0;1
97;0.38871888318083;2018-10-09;bi;0.0829785024405442;0.0898366606170599;19.280614654586635;19.86733579262213;0.5209217063042656;0.5949990694582916;77.0;14.2;79.57142857142857;14.142857142857142;73.43333333333334;15.146666666666665;1.5;0.0;11.0;1.5;69.69999999999999;94.0;96.28571428571428;95.3;54.0;5.3;55.285714285714285;9.37142857142857;48.4;9.46;0.0;1.0;0.0;0.0;0.0;0.0;41;10;2018;1.0;0.0;0.0;0.0;1
113;0.3935033716474908;2018-10-31;ref;0.1690452261306532;0.106466595212576;21.14660116110305;20.918659096361456;0.7669945573294626;0.2530337198453951;93.0;7.2;86.28571428571429;7.028571428571429;80.53333333333333;13.066666666666665;0.3;2.0;5.4;16.0;42.2;100.0;98.0;96.66666666666669;80.0;2.3;68.57142857142857;4.499999999999999;59.2;8.793333333333333;0.0;0.0;0.0;0.0;0.0;1.0;44;10;2018;1.0;0.0;0.0;0.0;1
108;0.4140776425789657;2018-10-31;acs;0.1540785498489425;0.1034328224433091;43.99642892857143;32.39583436968909;0.806227579365079;0.5478395236984457;93.0;7.2;86.28571428571429;7.028571428571429;80.53333333333333;13.066666666666665;0.3;2.0;5.4;16.0;42.2;100.0;98.0;96.66666666666669;80.0;2.3;68.57142857142857;4.499999999999999;59.2;8.793333333333333;1.0;0.0;0.0;0.0;0.0;0.0;44;10;2018;1.0;0.0;0.0;0.0;1
127;0.4146680145987405;2019-02-14;bi;0.2241969207375024;0.2049372777889581;6.583115104740903;3.4826940769490364;4.725706847972559;1.6754352458094264;79.0;5.6;83.57142857142857;5.9;88.4;3.46;0.6;0.5;5.5;16.0;12.0;96.0;96.42857142857144;97.43333333333334;45.0;0.4;62.285714285714285;2.657142857142856;73.86666666666666;1.0566666666666669;0.0;1.0;0.0;0.0;0.0;0.0;7;2;2019;0.0;1.0;0.0;0.0;1
121;0.4172699644272657;2019-01-04;bi;0.2179534201357051;0.1962542655344814;3.256113366162504;3.129832642180095;2.040660311877124;1.1605938981042645;89.0;3.4;91.85714285714286;5.685714285714286;90.23333333333332;5.623333333333333;0.1;0.0;0.9;1.0;6.499999999999999;99.0;98.57142857142856;97.8;75.0;1.5;80.28571428571429;3.971428571428572;77.4;3.393333333333333;0.0;1.0;0.0;0.0;0.0;0.0;1;1;2019;0.0;1.0;0.0;0.0;1
244;0.4364624214883025;2020-01-30;elev;0.227023683280311;0.2179937952430196;1.152152726649137;1.604771012959534;1.3132063336000912;5.884160380851627;92.0;9.3;89.28571428571429;5.414285714285714;88.53333333333333;5.796666666666667;0.3;1.5;2.5;14.5;9.7;97.0;96.42857142857144;96.9;79.0;4.0;77.0;2.385714285714286;75.96666666666667;3.1033333333333326;0.0;0.0;0.0;1.0;0.0;0.0;5;1;2020;0.0;0.0;1.0;0.0;1
109;0.4423608628296836;2018-10-31;bi;0.1670203735144311;0.1036430937073836;19.867354089171968;21.99074540317322;1.4356102335456469;0.4138333695573422;93.0;7.2;86.28571428571429;7.028571428571429;80.53333333333333;13.066666666666665;0.3;2.0;5.4;16.0;42.2;100.0;98.0;96.66666666666669;80.0;2.3;68.57142857142857;4.499999999999999;59.2;8.793333333333333;0.0;1.0;0.0;0.0;0.0;0.0;44;10;2018;1.0;0.0;0.0;0.0;1
308;0.4439986597693685;2020-10-15;bi;0.189698390878952;0.1812839852657427;6.0656389581878045;5.073843856454203;0.94993483684263;0.0;80.0;8.5;84.42857142857143;10.0;78.96666666666667;13.943333333333332;1.5;0.0;8.600000000000001;8.0;60.3;92.0;97.71428571428572;94.4;56.0;7.1;58.0;7.271428571428572;56.5;10.636666666666668;0.0;1.0;0.0;0.0;0.0;0.0;42;10;2020;0.0;0.0;1.0;0.0;1
169;0.4485030462193206;2019-04-12;pn;0.1260173273825151;0.1500628253455394;13.17962270952238;3.421129292502638;9.312902713527588;4.076651798662442;64.0;5.5;72.42857142857143;9.0;73.76666666666667;8.73666666666667;2.8;0.0;16.0;0.5;63.79999999999999;93.0;93.14285714285714;94.2;40.0;0.3;49.142857142857146;4.442857142857142;48.8;3.86;0.0;0.0;0.0;0.0;1.0;0.0;15;4;2019;0.0;1.0;0.0;0.0;1
279;0.4530718166556216;2020-04-02;bio;0.1661935989037878;0.1861889734546128;8.61300852212701;7.303136906934304;2.055503979340298;2.681524041970801;67.0;5.7;59.71428571428572;5.957142857142856;70.86666666666666;7.799999999999999;1.9;0.0;19.8;0.0;61.1;90.0;85.28571428571429;88.26666666666667;41.0;-1.3;36.285714285714285;0.3000000000000002;51.1;3.71;0.0;0.0;1.0;0.0;0.0;0.0;14;4;2020;0.0;0.0;1.0;0.0;1
280;0.470586492752952;2020-04-02;elev;0.1350571642269473;0.1564191802010827;4.649054823965411;4.409563373825349;2.1759274861025326;1.35226610130644;67.0;5.7;59.71428571428572;5.957142857142856;70.86666666666666;7.799999999999999;1.9;0.0;19.8;0.0;61.1;90.0;85.28571428571429;88.26666666666667;41.0;-1.3;36.285714285714285;0.3000000000000002;51.1;3.71;0.0;0.0;0.0;1.0;0.0;0.0;14;4;2020;0.0;0.0;1.0;0.0;1
242;0.4836986373066775;2020-01-30;bi;0.2244997559785261;0.2153723774485434;0.6290556324732538;0.7792776580914966;1.9735078665827563;2.428748701051831;92.0;9.3;89.28571428571429;5.414285714285714;88.53333333333333;5.796666666666667;0.3;1.5;2.5;14.5;9.7;97.0;96.42857142857144;96.9;79.0;4.0;77.0;2.385714285714286;75.96666666666667;3.1033333333333326;0.0;1.0;0.0;0.0;0.0;0.0;5;1;2020;0.0;0.0;1.0;0.0;1
234;0.4939010997566058;2019-11-05;ref;0.2148366822207408;0.2058434399117971;1.0916732565191023;1.073261807580175;3.3599276895087926;3.5392085797584336;87.0;8.9;89.0;10.757142857142856;86.46666666666667;12.363333333333332;0.7;0.0;5.7;19.5;34.599999999999994;97.0;96.85714285714286;96.6;70.0;7.5;76.14285714285714;9.042857142857144;70.16666666666667;9.936666666666666;0.0;0.0;0.0;0.0;0.0;1.0;45;11;2019;0.0;1.0;0.0;0.0;1
324;0.4965974172915481;2020-12-09;ref;0.2125335720680394;0.2028985507246377;10.293566439290586;21.738763636363636;0.1540410470668489;0.0858109090909094;99.0;1.5;92.85714285714286;3.685714285714286;89.16666666666667;7.203333333333335;0.0;0.5;1.2000000000000002;17.0;9.2;100.0;97.85714285714286;96.7;97.0;-2.2;84.14285714285714;1.9;76.2;4.760000000000001;0.0;0.0;0.0;0.0;0.0;1.0;50;12;2020;0.0;0.0;1.0;0.0;1
246;0.4987201477909169;2020-01-30;ref;0.2209651350727314;0.21942720243929;0.7355370480142265;0.6278075892857145;2.5866386188500305;2.798975502232144;92.0;9.3;89.28571428571429;5.414285714285714;88.53333333333333;5.796666666666667;0.3;1.5;2.5;14.5;9.7;97.0;96.42857142857144;96.9;79.0;4.0;77.0;2.385714285714286;75.96666666666667;3.1033333333333326;0.0;0.0;0.0;0.0;0.0;1.0;5;1;2020;0.0;0.0;1.0;0.0;1
112;0.5221944362037544;2018-10-31;pn;0.1720234485546795;0.1107011070110702;18.9317666015625;20.991925311203325;0.0253001844618051;0.2139527893038264;93.0;7.2;86.28571428571429;7.028571428571429;80.53333333333333;13.066666666666665;0.3;2.0;5.4;16.0;42.2;100.0;98.0;96.66666666666669;80.0;2.3;68.57142857142857;4.499999999999999;59.2;8.793333333333333;0.0;0.0;0.0;0.0;1.0;0.0;44;10;2018;1.0;0.0;0.0;0.0;1
95;0.522646284668118;2018-10-03;ref;0.1042887997531626;0.0969186199631288;13.66795659662418;16.59829711286089;0.6903008382133424;1.3386871974336538;89.0;14.9;74.42857142857143;12.857142857142858;72.76666666666667;15.876666666666663;1.4;0.5;13.200000000000005;2.0;76.2;100.0;95.0;95.13333333333334;67.0;13.9;50.57142857142857;7.385714285714285;47.53333333333333;10.38;0.0;0.0;0.0;0.0;0.0;1.0;40;10;2018;1.0;0.0;0.0;0.0;1
208;0.5387835069534275;2019-08-12;ref;0.1571913026132056;0.1302305255107615;5.183809278106509;7.503337872126618;3.345813207100591;4.675503328727545;75.0;15.8;70.71428571428571;19.585714285714285;64.23333333333333;20.84333333333333;4.0;0.0;28.6;29.5;145.3;93.0;92.42857142857144;91.13333333333334;47.0;12.0;47.42857142857143;15.8;38.36666666666667;14.803333333333333;0.0;0.0;0.0;0.0;0.0;1.0;33;8;2019;0.0;1.0;0.0;0.0;1
297;0.579937650797927;2020-07-08;bio;0.0595224997249422;0.0739108662994491;11.949458036967709;6.458961133340541;1.3936326158165646;0.6901920190331993;64.0;20.0;66.0;17.87142857142857;67.0;18.12333333333333;5.3;0.0;32.099999999999994;0.5;140.50000000000003;91.0;91.14285714285714;91.13333333333334;42.0;10.9;43.42857142857143;11.85714285714286;41.96666666666667;12.666666666666664;0.0;0.0;1.0;0.0;0.0;0.0;28;7;2020;0.0;0.0;1.0;0.0;1
164;0.6211391749303328;2019-04-05;ref;0.162461015026935;0.1874956094134176;31.275089268788086;8.136632007608506;27.67055288873844;3.8557150152746553;61.0;7.8;65.42857142857143;9.5;74.4;8.54;2.4;0.0;18.8;8.0;63.1;82.0;90.42857142857144;94.23333333333332;36.0;1.6;35.857142857142854;3.685714285714286;49.46666666666667;4.05;0.0;0.0;0.0;0.0;0.0;1.0;14;4;2019;0.0;1.0;0.0;0.0;1
134;0.6219646146197771;2019-02-19;pn;0.182875264270613;0.2012490351554275;45.592154592496776;6.731473425283316;89.86712591634324;7.6357642683533875;89.0;6.6;73.42857142857143;7.1571428571428575;85.2;4.4866666666666655;0.7;0.0;5.6000000000000005;0.5;15.7;99.0;94.57142857142856;96.53333333333332;64.0;4.8;45.71428571428572;1.9714285714285715;68.73333333333333;1.5266666666666668;0.0;0.0;0.0;0.0;1.0;0.0;8;2;2019;0.0;1.0;0.0;0.0;1
166;0.6515512066727571;2019-04-12;bi;0.1491068725401149;0.1739353139177521;38.05533506493506;5.592839649216051;15.208377340923915;3.442057879351581;64.0;5.5;72.42857142857143;9.0;73.76666666666667;8.73666666666667;2.8;0.0;16.0;0.5;63.79999999999999;93.0;93.14285714285714;94.2;40.0;0.3;49.142857142857146;4.442857142857142;48.8;3.86;0.0;1.0;0.0;0.0;0.0;0.0;15;4;2019;0.0;1.0;0.0;0.0;1
219;0.6541249683875996;2019-09-27;bio;0.1466603840263871;0.0961181187053876;7.174488680287134;4.00958167459974;9.368426523099576;4.297449076878694;81.0;15.7;77.42857142857143;16.82857142857143;68.6;16.4;2.8;0.5;17.299999999999997;18.0;90.9;95.0;90.85714285714286;92.63333333333334;56.0;13.4;56.85714285714285;13.585714285714284;40.9;10.909999999999998;0.0;0.0;1.0;0.0;0.0;0.0;39;9;2019;0.0;1.0;0.0;0.0;1
225;0.6578484900150627;2019-10-14;bio;0.1709431345353676;0.1590551181102362;3.117145294855708;8.843976966292132;5.108654788791301;3.801658052434457;77.0;17.5;82.71428571428571;15.0;76.3;15.283333333333331;2.4;1.5;12.6;14.0;70.90000000000002;96.0;96.42857142857144;93.4;50.0;13.3;61.71428571428572;11.828571428571427;52.6;11.473333333333334;0.0;0.0;1.0;0.0;0.0;0.0;42;10;2019;0.0;1.0;0.0;0.0;1
190;0.6599748179639973;2019-05-13;bi;0.2074873640023987;0.2019865039047691;3.377610723165064;1.2566011211401424;6.100460029546356;2.0858732414885197;60.0;11.1;75.14285714285714;10.9;71.93333333333334;11.183333333333335;4.7;0.0;22.5;55.5;91.8;93.0;96.42857142857144;93.7;36.0;3.9;47.71428571428572;6.614285714285713;45.13333333333333;6.026666666666668;0.0;1.0;0.0;0.0;0.0;0.0;20;5;2019;0.0;1.0;0.0;0.0;1
309;0.6615230008666181;2020-10-15;bio;0.1674783326454807;0.1600964021346187;6.448373111243307;10.46995449887272;1.788415980071386;0.4347692969870876;80.0;8.5;84.42857142857143;10.0;78.96666666666667;13.943333333333332;1.5;0.0;8.600000000000001;8.0;60.3;92.0;97.71428571428572;94.4;56.0;7.1;58.0;7.271428571428572;56.5;10.636666666666668;0.0;0.0;1.0;0.0;0.0;0.0;42;10;2020;0.0;0.0;1.0;0.0;1
326;0.6691332170115706;2021-02-08;bi;0.223685381261678;0.2167035488894353;6.835920687679086;8.279353102438005;0.9330107965616043;1.49379837815214;86.0;-1.4;89.85714285714286;6.528571428571428;89.63333333333334;5.489999999999999;0.3;0.0;3.2;9.5;13.5;90.0;96.71428571428572;96.5;81.0;-1.8;78.14285714285714;4.542857142857143;77.9;3.3500000000000005;0.0;1.0;0.0;0.0;0.0;0.0;6;2;2021;0.0;0.0;0.0;1.0;1
236;0.6958746473059333;2019-12-23;bi;0.2182832105158335;0.214694944215499;0.6223091464968155;0.7005306028414181;2.4282258853503187;2.386993165237424;80.0;8.5;82.71428571428571;9.514285714285714;87.36666666666666;7.216666666666667;0.9;2.5;4.7;26.5;15.0;91.0;93.0;95.93333333333334;73.0;6.6;70.57142857142857;7.314285714285715;76.06666666666666;5.163333333333332;0.0;1.0;0.0;0.0;0.0;0.0;52;12;2019;0.0;1.0;0.0;0.0;1
129;0.710573831055189;2019-02-14;elev;0.2102111246447421;0.2092368707221902;1.155213982778563;2.621705290406084;1.1110912264918813;2.1119292617160115;79.0;5.6;83.57142857142857;5.9;88.4;3.46;0.6;0.5;5.5;16.0;12.0;96.0;96.42857142857144;97.43333333333334;45.0;0.4;62.285714285714285;2.657142857142856;73.86666666666666;1.0566666666666669;0.0;0.0;0.0;1.0;0.0;0.0;7;2;2019;0.0;1.0;0.0;0.0;1
111;0.7170349540625737;2018-10-31;elev;0.1599238934508311;0.0958715144349197;24.64455582310168;27.747806233653;0.1842053906570772;1.0413991475346307;93.0;7.2;86.28571428571429;7.028571428571429;80.53333333333333;13.066666666666665;0.3;2.0;5.4;16.0;42.2;100.0;98.0;96.66666666666669;80.0;2.3;68.57142857142857;4.499999999999999;59.2;8.793333333333333;0.0;0.0;0.0;1.0;0.0;0.0;44;10;2018;1.0;0.0;0.0;0.0;1
175;0.7192497068024393;2019-04-24;pn;0.0937529268521119;0.1107388172223153;3.725448274080198;1.5067530519969858;1.6325742214413668;1.5977405551369004;79.0;12.6;58.57142857142857;16.32857142857143;66.06666666666666;10.566666666666665;2.6;8.5;25.9;8.5;83.2;97.0;84.42857142857143;90.16666666666669;63.0;9.4;33.57142857142857;9.928571428571429;40.06666666666667;4.843333333333335;0.0;0.0;0.0;0.0;1.0;0.0;17;4;2019;0.0;1.0;0.0;0.0;1
286;0.7203188365151667;2020-04-27;elev;0.0839096357768556;0.1091198725607327;2.699716155007549;3.528457040679481;3.5018057372924005;2.36319499329459;65.0;15.8;56.42857142857143;15.114285714285714;59.333333333333336;12.81;3.3;0.0;27.0;0.0;104.6;97.0;82.85714285714286;87.1;37.0;8.4;32.42857142857143;8.000000000000002;32.63333333333333;6.48;0.0;0.0;0.0;1.0;0.0;0.0;18;4;2020;0.0;0.0;1.0;0.0;1
100;0.7347144612603587;2018-10-09;pn;0.0863134657836643;0.099212034383954;23.476338801642903;19.36017638170973;0.1996454296528949;0.4109302849569245;77.0;14.2;79.57142857142857;14.142857142857142;73.43333333333334;15.146666666666665;1.5;0.0;11.0;1.5;69.69999999999999;94.0;96.28571428571428;95.3;54.0;5.3;55.285714285714285;9.37142857142857;48.4;9.46;0.0;0.0;0.0;0.0;1.0;0.0;41;10;2018;1.0;0.0;0.0;0.0;1
65;0.7383283318744932;2018-06-28;ref;0.0989010989010988;0.1124652144707801;5.198228048780487;7.127594810249756;0.4006341463414636;1.4233292247810572;62.0;21.4;66.85714285714286;17.97142857142857;81.0;17.906666666666663;6.5;0.0;38.4;0.0;124.60000000000002;94.0;92.14285714285714;97.3;37.0;14.1;44.142857142857146;10.614285714285714;60.3;13.126666666666669;0.0;0.0;0.0;0.0;0.0;1.0;26;6;2018;1.0;0.0;0.0;0.0;1
284;0.7411414082369051;2020-04-27;bi;0.0931670822942643;0.1071177592611183;13.309871213287868;7.034406476276139;4.476325068749314;3.03955835394648;65.0;15.8;56.42857142857143;15.114285714285714;59.333333333333336;12.81;3.3;0.0;27.0;0.0;104.6;97.0;82.85714285714286;87.1;37.0;8.4;32.42857142857143;8.000000000000002;32.63333333333333;6.48;0.0;1.0;0.0;0.0;0.0;0.0;18;4;2020;0.0;0.0;1.0;0.0;1
117;0.7485892125030634;2018-11-15;elev;0.1858585858585859;0.1765432098765431;7.585007940446652;41.07182068965517;1.758675103391233;13.99862528735632;100.0;8.4;94.14285714285714;10.1;87.93333333333334;9.643333333333333;0.1;0.0;2.4;22.5;20.5;100.0;99.28571428571428;98.5;100.0;6.9;83.85714285714286;8.028571428571428;70.73333333333333;6.376666666666667;0.0;0.0;0.0;1.0;0.0;0.0;46;11;2018;1.0;0.0;0.0;0.0;1
198;0.7486662465559974;2019-05-27;elev;0.1362357470753739;0.1329952312466883;1.4356751242928163;0.9845674698795178;1.97095152865878;1.995540963855421;71.0;15.3;72.71428571428571;15.171428571428567;74.76666666666667;11.74;4.9;0.0;27.3;0.5;99.40000000000002;99.0;96.71428571428572;95.33333333333331;39.0;13.4;45.57142857142857;9.742857142857144;48.2;6.846666666666668;0.0;0.0;0.0;1.0;0.0;0.0;22;5;2019;0.0;1.0;0.0;0.0;1
305;0.7613492116004267;2020-09-02;pn;0.1288017588860388;0.1263641087822621;6.241272302839117;7.624512996926737;0.6698335173501582;0.2099260186378507;64.0;16.0;75.85714285714286;15.385714285714286;64.13333333333334;20.93;3.1;0.0;20.1;17.5;130.4;95.0;95.71428571428572;87.46666666666667;36.0;8.3;49.142857142857146;10.428571428571429;37.8;15.186666666666667;0.0;0.0;0.0;0.0;1.0;0.0;36;9;2020;0.0;0.0;1.0;0.0;1
363;0.7658611218328412;2021-05-11;bio;0.130236455036306;0.1157055442239942;5.718668168682436;6.471328999790313;0.2290626752649042;0.2723901237156637;77.0;11.7;72.0;12.157142857142858;64.7;9.72;2.7;0.0;25.2;13.5;100.6;97.0;92.85714285714286;89.03333333333333;53.0;6.7;47.71428571428572;7.5;39.06666666666667;4.123333333333334;0.0;0.0;1.0;0.0;0.0;0.0;19;5;2021;0.0;0.0;0.0;1.0;1
228;0.7667512177545355;2019-10-14;ref;0.1594127446897125;0.1513876365093678;0.729063322185061;1.8542328453364811;3.4243883314752863;3.1603591263282174;77.0;17.5;82.71428571428571;15.0;76.3;15.283333333333331;2.4;1.5;12.6;14.0;70.90000000000002;96.0;96.42857142857144;93.4;50.0;13.3;61.71428571428572;11.828571428571427;52.6;11.473333333333334;0.0;0.0;0.0;0.0;0.0;1.0;42;10;2019;0.0;1.0;0.0;0.0;1
186;0.7741824304268906;2019-05-06;elev;0.1559891107078038;0.1000231356520398;1.384004537146543;1.5134555784061694;1.4755392287567644;1.1842879348757491;68.0;7.6;79.42857142857143;8.8;71.06666666666666;10.54;2.9;0.0;18.5;9.5;85.5;99.0;98.71428571428572;92.66666666666669;37.0;-0.1;50.42857142857143;3.771428571428571;45.266666666666666;5.383333333333335;0.0;0.0;0.0;1.0;0.0;0.0;19;5;2019;0.0;1.0;0.0;0.0;1
115;0.7803996996886047;2018-11-15;bi;0.2019212833426598;0.18879652512544;6.014956281407033;20.479406388478576;1.985212395309882;0.8481370322501228;100.0;8.4;94.14285714285714;10.1;87.93333333333334;9.643333333333333;0.1;0.0;2.4;22.5;20.5;100.0;99.28571428571428;98.5;100.0;6.9;83.85714285714286;8.028571428571428;70.73333333333333;6.376666666666667;0.0;1.0;0.0;0.0;0.0;0.0;46;11;2018;1.0;0.0;0.0;0.0;1
360;0.8042164310019793;2021-04-27;ref;0.1215313463514902;0.1397155074613841;9.15925656624744;7.791460681679854;0.8489446987423223;0.7293768259281803;48.0;11.3;52.85714285714285;11.171428571428573;62.766666666666666;8.903333333333334;3.9;0.0;30.6;0.5;89.10000000000001;83.0;81.28571428571429;87.2;20.0;3.2;26.285714285714285;4.114285714285715;37.4;2.9;0.0;0.0;0.0;0.0;0.0;1.0;17;4;2021;0.0;0.0;0.0;1.0;1
287;0.8066540957154749;2020-04-27;pn;0.0976343639759285;0.111845166092863;12.714603104518796;4.692329638554214;14.104013349430838;3.2594737349397582;65.0;15.8;56.42857142857143;15.114285714285714;59.333333333333336;12.81;3.3;0.0;27.0;0.0;104.6;97.0;82.85714285714286;87.1;37.0;8.4;32.42857142857143;8.000000000000002;32.63333333333333;6.48;0.0;0.0;0.0;0.0;1.0;0.0;18;4;2020;0.0;0.0;1.0;0.0;1
288;0.8121500779444681;2020-04-27;ref;0.0997840663711785;0.1062271062271062;9.117174750662794;3.187008196721311;5.847428910491099;1.0840163934426228;65.0;15.8;56.42857142857143;15.114285714285714;59.333333333333336;12.81;3.3;0.0;27.0;0.0;104.6;97.0;82.85714285714286;87.1;37.0;8.4;32.42857142857143;8.000000000000002;32.63333333333333;6.48;0.0;0.0;0.0;0.0;0.0;1.0;18;4;2020;0.0;0.0;1.0;0.0;1
92;0.816843749295455;2018-10-03;bio;0.0964517192134461;0.1178289527219463;21.700074164133746;27.762667134028217;1.7892168429584594;0.7214906865910277;89.0;14.9;74.42857142857143;12.857142857142858;72.76666666666667;15.876666666666663;1.4;0.5;13.200000000000005;2.0;76.2;100.0;95.0;95.13333333333334;67.0;13.9;50.57142857142857;7.385714285714285;47.53333333333333;10.38;0.0;0.0;1.0;0.0;0.0;0.0;40;10;2018;1.0;0.0;0.0;0.0;1
7;0.8445582835364874;2018-03-21;bi;0.2061508464060977;0.2075870304032332;3.692531026013175;4.267448846644257;2.617036552417104;1.845383285035353;81.0;3.1;87.0;3.528571428571429;81.83333333333333;3.9866666666666655;1.5;0.0;7.6;1.5;34.5;97.0;98.0;94.23333333333332;53.0;-0.2;69.14285714285714;1.1428571428571426;65.26666666666667;1.0999999999999994;0.0;1.0;0.0;0.0;0.0;0.0;12;3;2018;1.0;0.0;0.0;0.0;1
357;0.8746489873413392;2021-04-27;bio;0.1234188651969643;0.1511823576299708;6.937232282003711;9.093169031719532;0.4765441094619669;1.86235096515025;48.0;11.3;52.85714285714285;11.171428571428573;62.766666666666666;8.903333333333334;3.9;0.0;30.6;0.5;89.10000000000001;83.0;81.28571428571429;87.2;20.0;3.2;26.285714285714285;4.114285714285715;37.4;2.9;0.0;0.0;1.0;0.0;0.0;0.0;17;4;2021;0.0;0.0;0.0;1.0;1
298;0.8821883845576453;2020-07-08;elev;0.079520170262165;0.1076971148838661;8.014404624277454;7.073505964748451;0.3594339043615343;0.3368336173689736;64.0;20.0;66.0;17.87142857142857;67.0;18.12333333333333;5.3;0.0;32.099999999999994;0.5;140.50000000000003;91.0;91.14285714285714;91.13333333333334;42.0;10.9;43.42857142857143;11.85714285714286;41.96666666666667;12.666666666666664;0.0;0.0;0.0;1.0;0.0;0.0;28;7;2020;0.0;0.0;1.0;0.0;1
103;0.8870354515595903;2018-10-17;bi;0.0909927527896007;0.0914805624483044;19.11000318906606;22.17451442097596;0.7352537458871171;0.5647759164845834;83.0;14.9;72.0;18.8;73.93333333333334;15.48;1.0;0.0;15.6;4.5;64.6;100.0;92.71428571428572;94.43333333333334;55.0;10.0;48.57142857142857;14.342857142857143;50.0;10.383333333333336;0.0;1.0;0.0;0.0;0.0;0.0;42;10;2018;1.0;0.0;0.0;0.0;1
